,course_id,title,credit,description,faculty,department,prerequesite,corequesite,prof name,semesters
4550,FAES 300,Internship 2,3.0,Faculty of Agric & Envir Sci : Full-time work-term intended to complement the student's undergraduate studies. Course work will be graded by a Faculty member with expertise relevant to the student's area of study. Finding a work placement is the responsibility of the student and facilitated by the Faculty's Internship Office.    ,Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,,,"{'Winter': ['Kendra Gray'], 'Summer': ['Kendra Gray']}","{'Summer', 'Winter'}"
4551,FAES 310,Agribusiness Entrepreneurship,3.0,"Faculty of Agric & Envir Sci : Concepts and skills relevant to establishing new or managing existing business ventures in the agricultural, bioresource engineering, environmental, and food sectors (agri-food and agribusiness). Business organization, overview of current organizations in these sectors, business partnership, as well as understanding the market structure, niche markets, and opportunities. New product development, customer values, raising start-up capital, and different business strategies are explored. Class discussion, business case studies, assignments, student presentations, and current entrepreneurship literature related to agri-food and agribusiness are used throughout the course to reinforce concepts, in addition to guest lectures from agri-food and agribusiness sectors.    ",Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,,,{'Winter': ['Andrea Rose Courey']},{'Winter'}
4552,FAES 313,Special Topics 03,3.0,Faculty of Agric & Envir Sci : Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.    ,Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,,,"{'Fall': ['Caroline B Begg', 'Julie Major', 'Jacqueline Bede', 'Jeffrey Cardille'], 'Winter': ['Hugo Melgar-Quiñonez', 'Julie Major', 'Timothy A Johns', 'James W Fyles', 'Caroline B Begg', 'Jean-Benoit Charron', 'Zhiming Qi', 'Jerry Aldridge', 'Olivia Wilkins'], 'Summer': ['Julie Major']}","{'Summer', 'Fall', 'Winter'}"
4553,FAES 323,Special Topics 04,3.0,Faculty of Agric & Envir Sci : Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.    ,Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,,,"{'Fall': ['Julie Major'], 'Winter': ['Julie Major'], 'Summer': ['Julie Major', 'Caroline B Begg']}","{'Summer', 'Fall', 'Winter'}"
4554,FAES 371,Special Topics 01,1.0,Faculty of Agric & Envir Sci : Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.    ,Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,,,"{'Fall': ['Paul Meldrum', 'Maureen Rose'], 'Winter': ['Timothy A Johns', 'Stephanie Chevalier', 'Sandy Phillips', 'Mary Hendrickson-Nelson', 'Hugo Melgar-Quiñonez']}","{'Summer', 'Fall', 'Winter'}"
4555,FAES 372,Special Topics 02,2.0,Faculty of Agric & Envir Sci : Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.    ,Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,,,"{'Fall': ['Lauren Chapman'], 'Winter': ['Maureen Rose'], 'Summer': ['Olivia Wilkins']}","{'Summer', 'Fall', 'Winter'}"
4556,FAES 401,Honours Research Project 1,6.0,"Faculty of Agric & Envir Sci : Students will prepare a Literature Review, Progress Report and deliver a Proposal Seminar as well as begin work on the research project. Completion of the project will take place in FAES 402, Honours Research Project 2.    ",Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,Permission of instructor. ,,"{'Fall': ['Jacqueline Bede', 'Joann Karen Whalen', 'Roger I Cue', 'Humberto Monardes', 'Paul Thomassin'], 'Winter': ['Abdolhamid Akbarzadeh', 'Joann Karen Whalen', 'Roger I Cue', 'Humberto Monardes', 'Paul Thomassin', 'Jacqueline Bede'], 'Summer': ['Salwa Karboune']}","{'Summer', 'Fall', 'Winter'}"
4557,FAES 402,Honours Research Project 2,6.0,"Faculty of Agric & Envir Sci : Honours Research Project 2 is the completion of the project begun in FAES 401 and requires a Progress Report, a Final Project Report and a Project Presentation.    ",Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,FAES 401 and permission of instructor ,,"{'Fall': ['Jacqueline Bede', 'Joann Karen Whalen', 'Roger I Cue', 'Humberto Monardes', 'Paul Thomassin'], 'Winter': ['Jacqueline Bede', 'Joann Karen Whalen', 'Roger I Cue', 'Humberto Monardes', 'Paul Thomassin'], 'Summer': ['Salwa Karboune']}","{'Summer', 'Fall', 'Winter'}"
4558,FAES 405,Honours Project 1,3.0,"Faculty of Agric & Envir Sci : Students will prepare a Literature Review, Progress Report and deliver a Proposal Seminar as well as begin work on the research project. Completion of the project will take place in FAES 406, Honours Project 2.    ",Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,Permission of instructor ,,"{'Fall': ['Roger I Cue', 'Joann Karen Whalen', 'Humberto Monardes', 'Paul Thomassin'], 'Winter': ['Roger I Cue', 'Joann Karen Whalen', 'Humberto Monardes', 'Paul Thomassin'], 'Summer': ['Valerie Orsat']}","{'Summer', 'Fall', 'Winter'}"
4559,FAES 406,Honours Project 2,3.0,"Faculty of Agric & Envir Sci : Honours Project 2 is the completion of the project begun in FAES 405 and requires a Progress Report, a Final Project Report and a Project Presentation.    ",Agricultural & Environmental Sciences,Agricultural & Env.Sc.-Dean,FAES 405 and permission of instructor ,,"{'Fall': ['Roger I Cue', 'Joann Karen Whalen', 'Humberto Monardes', 'Paul Thomassin'], 'Winter': ['Roger I Cue', 'Joann Karen Whalen', 'Humberto Monardes', 'Paul Thomassin'], 'Summer': ['Valerie Orsat']}","{'Summer', 'Fall', 'Winter'}"
4560,FDSC 200,Introduction to Food Science,3.0,"Food Science : This course enables one to gain an appreciation of the scope of food science as a discipline. Topics include introductions to chemistry, processing, packaging, analysis, microbiology, product development, sensory evaluation and quality control as they relate to food science.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Lawrence Goodridge']},{'Fall'}
4561,FDSC 213,Analytical Chemistry 1,3.0,"Food Science : Theoretical aspects of wet chemical techniques including gravimetric and volumetric analyses, redoximetry, and separation techniques.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Mazen Bahadi']},{'Fall'}
4562,FDSC 230,Organic Chemistry,4.0,"Food Science : Atomic and molecular structure, modern concepts of bonding, overview of functional groups, conformational analysis, stereochemistry, mechanisms and reactions of aliphatic compounds.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,AECH 110 or CHEM 110 or equivalent of CHEM NYA in CEGEP. ,,"{'Fall': ['Alice Cherestes'], 'Winter': ['Alice Cherestes']}","{'Fall', 'Winter'}"
4563,FDSC 233,Physical Chemistry,3.0,"Food Science : Introduction to kinetic theory, thermodynamics, properties of liquids and solids, chemical equilibrium and the law of mass action, phase rule, properties of solutions, chemical kinetics.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Winter': ['Ashraf A Ismail']},{'Winter'}
4564,FDSC 251,Food Chemistry 1,3.0,"Food Science : A study of the chemistry and functionality of the major components comprising food systems, such as water, proteins, carbohydrates and lipids. The relationship of these components to food stability will be studied in terms of degradative reactions and processing.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 211 or LSCI 211 ,,{'Winter': ['Ashraf A Ismail']},{'Winter'}
4565,FDSC 300,Principles of Food Analysis 1,3.0,"Food Science : The fundamentals of food analysis are presented with the emphasis on the major components of foods. Topics include: food components, sampling, method selection, official methods, proximate analysis, moisture, protein, fat, ash, fiber, carbohydrates, vitamins and nutraceutical compounds.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 251 or permission of instructor. ,FDSC 251 or permission of instructor. ,{'Fall': ['Saji George']},{'Fall'}
4566,FDSC 305,Food Chemistry 2,3.0,"Food Science : A study of the chemistry and functionality of the minor components comprising food systems, such as enzymes, anthocyanins, carotenoids, additives, vitamins and essential oils. The relationship of these components to food stability in terms of degradative reactions and processing.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 251  ,,{'Fall': ['Benjamin K Simpson']},{'Fall'}
4567,FDSC 310,Post Harvest Fruit and Vegetable Technology,3.0,"Food Science : The post harvest chemistry and physiology of horticultural crops as they affect quality and marketability, handling methods pre and post harvest, principles and practices in cooling, storage, transportation and packaging.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Hosahalli Ramaswamy']},{'Fall'}
4568,FDSC 315,Separation Techniques in Food Analysis 1,3.0,"Food Science : A detailed treatment on the principal chromotographic and electrophoretic techniques that are associated with the analysis of carbohydrate, lipid, protein constituents of food.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 300 or permission of instructor. ,,{'Winter': ['Stephane Bayen']},{'Winter'}
4569,FDSC 319,Food Commodities,3.0,"Food Science : The relationship between the chemistry of food constituents present in common commodities, such as milk, meat, eggs, cereals, oilseeds etc. and the common processing technologies associated with their transformation into stable food products.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 251 or permission of instructor ,,{'Winter': ['Benjamin K Simpson']},{'Winter'}
4570,FDSC 330,Food Processing,3.0,"Food Science : The principles and practices of food processing with an emphasis on canning, freezing, and dehydration. A survey of the newer methods of food preservation such as irradiation, reverse osmosis etc.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 251  ,,{'Winter': ['Hosahalli Ramaswamy']},{'Winter'}
4571,FDSC 334,Analysis of Food Toxins and Toxicants,3.0,"Food Science : Toxins and toxicant residues in food including heavy metals, persistant organic pollutants (POPS) and microbial toxins are explored from an analytical perspective; new methods and strategies of analysis are emphasized.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 213 or permission of instructor. ,,{'Winter': ['Stephane Bayen']},{'Winter'}
4572,FDSC 400,Food Packaging,3.0,"Food Science : An integrated approach to the materials used for the packaging of food products, considering the physical, chemical and functional characteristics of such materials and their utility, relative to the chemistry of the food system they are designed to enclose and preserve.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 305  ,,{'Winter': ['Yixiang Wang']},{'Winter'}
4573,FDSC 405,Food Product Development,3.0,"Food Science : Fundamental principles of food product development from an innovative concept to the marketplace. Emphasis will be on the application of basic knowledge of food chemistry, food technology and related disciplines in developing new products or improving the existing ones.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Salwa Karboune']},{'Fall'}
4574,FDSC 442,Food Microbiology,3.0,"Food Science : Topics in Food Microbiology including an overview of the natural flora and microbiological spoilage of food products, methods of control and shelf-life extension, methods of detection and control food-borne pathogens and the use of suitable microorganisms in the production of a variety of food products.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,MICR 230 or LSCI 230 or permission of instructor. ,,{'Fall': ['Noreddine Benkerroum']},{'Fall'}
4575,FDSC 480,Food Industry Intership,12.0,Food Science : Intership with an approved host organization in the food industry.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Fall': ['Stephane Bayen'], 'Winter': ['Stephane Bayen'], 'Summer': ['Stephane Bayen']}","{'Summer', 'Fall', 'Winter'}"
4576,FDSC 490,Research Project 1,3.0,Food Science : A course designed to give final year undergraduate students research experience.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Fall': ['Stephane Bayen'], 'Winter': ['Stephane Bayen', 'Salwa Karboune'], 'Summer': ['Benjamin K Simpson']}","{'Summer', 'Fall', 'Winter'}"
4577,FDSC 491,Research Project 2,3.0,Food Science : A laboratory research project.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Fall': ['Benjamin K Simpson'], 'Winter': ['Stephane Bayen'], 'Summer': ['Benjamin K Simpson', 'Varoujan Yaylayan']}","{'Summer', 'Fall', 'Winter'}"
4578,FDSC 495D1,Food Science Seminar,1.5,Food Science : Two 20-minute presentations (1 per term) on an assigned or selected topic. The purpose is to research a subject and present to a peer audience the essence of the subject investigated. Development of presentation and communication skills at a professional level is stressed and rapport with the industry will be established through guest speakers.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Varoujan Yaylayan']},{'Fall'}
4579,FDSC 495D2,Food Science Seminar,1.5,Food Science : See FDSC 495D1 for course description.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 495D1 ,,{'Winter': ['Varoujan Yaylayan']},{'Winter'}
4580,FDSC 495N1,Food Science Seminar,1.5,Food Science : Two 20-minute presentations (1 per term) on an assigned or selected topic. The purpose is to research a subject and present to a peer audience the essence of the subject investigated. Development of presentation and communication skills at a professional level is stressed and rapport with the industry will be established through guest speakers.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Winter': ['Varoujan Yaylayan']},{'Winter'}
4581,FDSC 495N2,Food Science Seminar,1.5,Food Science : See FDSC 495N1 for course description.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 495N1 ,,{'Fall': ['Varoujan Yaylayan']},{'Fall'}
4582,FDSC 497,Professional Seminar: Food,1.5,"Food Science : A capstone course which requires a student to research a topic relevant to an industrial aspect of Food Science, prepare a report and communicate that information to a peer audience in a succinct and professional manner.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Winter': ['Varoujan Yaylayan']},{'Winter'}
4583,FDSC 515,Enzymology,3.0,"Food Science : Selected advanced topics on the biophysical and kinetic aspects of enzymatic reactions, particularly the fundamentals and applications of laws of biothermodynamics, biochemical equilibrium, electrochemistry and biochemical kinetics as related to the enzymatic reactions.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 211 or LSCI 211 and FDSC 233 or permission of instructor ,,{'Winter': ['Benjamin K Simpson']},{'Winter'}
4584,FDSC 516,Flavour Chemistry,3.0,"Food Science : The chemistry of the flavour constituents of foods, thermal and enzymatic generation, mechanistic pathways of formation, analysis synthesis and applications in food.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 305 or permission of instructor ,,{'Winter': ['Varoujan Yaylayan']},{'Winter'}
4585,FDSC 519,Advanced Food Processing,3.0,"Food Science : Advanced technologies associated with food processing studied in more detail. Topics include food irradiation, reverse osmosis, super critical fluid extraction and extrusion.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 330  ,,{'Winter': ['Hosahalli Ramaswamy']},{'Winter'}
4586,FDSC 520,Biophysical Chemistry of Food,3.0,"Food Science : This course will cover recent advances in the application of spectroscopic techniques, including infrared, Raman, near-infrared, circular dichroism, and fluorescence spectroscopy, to the study of biomolecules of relevance to food. Particular emphasis will be placed on the molecular basis of structure-function and structure-functionality relationships.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 233  ,,{'Fall': ['Ashraf A Ismail']},{'Fall'}
4587,FDSC 525,Food Quality Assurance,3.0,"Food Science : The principles and practices required for the development, maintenance and monitoring of systems for food quality and food safety. The concepts and practices of Hazard Analysis Critical Control Point; ISO 9000; Total Quality Management; Statistical Sampling Plans, Statistical Process Control; Tools of Quality; Government Regulations.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,AEMA 310 or permission of instructor ,,{'Winter': ['Saji George']},{'Winter'}
4588,FDSC 535,Food Biotechnology,3.0,"Food Science : Review of fundamental concepts of biochemistry, microbiology and biochemical engineering as it relates to traditional food fermentation as well as novel food biotechnological production.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,MICR 230 or LSCI 230 ,,{},set()
4589,FDSC 536,Food Traceability,3.0,"Food Science : Concepts and processes associated with the identification, tracking and tracing food forward and backward through the food continuum.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 425 or permission of instructor. ,,{'Winter': ['Saji George']},{'Winter'}
4590,FDSC 537,Nutraceutical Chemistry,3.0,"Food Science : The origin, classification, mechanism of action and chemical properties of potential and established nutraceutical compounds and their applications in functional foods.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,"FDSC 211 or LSCI 211, FDSC 230 and FDSC 233 or permission of instructor. ",,{},set()
4591,FDSC 538,Food Science in Perspective,3.0,"Food Science : Food industry, food properties, nutritive aspects, quality factors, and key preservation processes, with self-study linking these elements directly to specific commodities and product groups, their characteristics, chemistry and distinct manufacturing processes.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{},set()
4592,FDSC 540,Sensory Evaluation of Foods,3.0,"Food Science : Principles and procedures for sensory evaluation of food products, applications of sensory tests, their strengths and weaknesses, factors affecting their responses, data analysis and interpretation of results. Analysis of sensory data in relation to the instrumental analyses will also be emphasized.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,"FDSC 305 or NUTR 346, or permission of the instructor ",,{},set()
4593,FDSC 545,Advances in Food Microbiology,3.0,"Food Science : An advanced level food microbiology course providing a perspective on advanced topics in food microbiology (microbial biofilms, antimicrobial resistance, bacterial endospores) and describing the fundamental principles of advanced techniques in food microbiology (microbiological, biochemical, immunological, genetics methods).    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,"MICR 230 or LSCI 230, or permission of instructor ",,{'Winter': ['Jennifer Ronholm']},{'Winter'}
4594,FDSC 555,Comparative Food Law,3.0,"Food Science : An introduction to food law. The transformations that food law is undergoing as a consequence of social, economic and technological changes, the regulation of food risks and consumers' rights to be informed (labeling, health claims, nutritional information).    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Brigitte Cadieux']},{'Fall'}
4595,FDSC 624,Current Food Safety Issues,3.0,"Food Science : Examining current and emerging food safety issues and concerns as they occur, including food recalls, in the context of food safety hazards and health risk, food laws and regulations, food industry standards and practices.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Lawrence Goodridge']},{'Fall'}
4596,FDSC 626,Food Safety Risk Assessment,3.0,"Food Science : Food safety risk assessment as a key component of the risk analysis framework. Various aspects of the risk assessment process including planning, conducting and reviewing a risk assessment.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Fall': ['Stephane Bayen']},{'Fall'}
4597,FDSC 634,Food Toxins & Toxicants,3.0,Food Science : Toxins and toxicant residues in food are explored from an analytical perspective. New techniques of analysis and strategies are emphasized.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 213 or permission of instructor. ,,{'Winter': ['Stephane Bayen']},{'Winter'}
4598,FDSC 651,Principles of Food Analysis 2,3.0,"Food Science : The fundamentals of food analysis are presented with the emphasis on the major food components.  Topics include: sampling, method selection, official methods, proximate analysis, moisture, protein, fat, ash, fiber, carbohydrates, vitamins, nutraceutical compounds and infra-red analyses.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,Permission of instructor. ,,{'Fall': ['Saji George']},{'Fall'}
4599,FDSC 652,Separation Techniques in Food Analysis 2,3.0,"Food Science : Advanced detailed treatment of the principal chromatographic and electrophoretic techniques associated with the analysis of carbohydrate, lipid and protein constituents of food.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,Permission of instructor. ,,{'Winter': ['Stephane Bayen']},{'Winter'}
4600,FDSC 690,M.Sc. Literature Review,8.0,Food Science : Master of Science literature review.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{},"{'Summer', 'Fall', 'Winter'}"
4601,FDSC 691,M.Sc. Research Protocol,7.0,Food Science : Master of Science research protocol.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{},"{'Summer', 'Fall', 'Winter'}"
4602,FDSC 692,M.Sc. Thesis,15.0,"Food Science : Master of Science research portion of the M.Sc. thesis based on results obtained from the research phase of the M.Sc. thesis. Satisfactory completion of the M.Sc. Thesis, approval by reviewers and acceptance by Graduate and Postdoctoral Studies is required to pass the course.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{},"{'Summer', 'Fall', 'Winter'}"
4603,FDSC 695,M.Sc. Graduate Seminar 1,3.0,"Food Science : Presentation on a selected topic, research proposal or research results based on progress in degree work (M.Sc.1).    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Fall': ['Varoujan Yaylayan'], 'Winter': ['Varoujan Yaylayan'], 'Summer': ['Laura Wittebol', 'Varoujan Yaylayan']}","{'Summer', 'Fall', 'Winter'}"
4604,FDSC 696,M.Sc. Graduate Seminar 2,3.0,"Food Science : Presentation on a selected topic, research proposal or research results based on progress in degree work (M.Sc.2).    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Fall': ['Varoujan Yaylayan'], 'Winter': ['Varoujan Yaylayan'], 'Summer': ['Laura Wittebol', 'Varoujan Yaylayan']}","{'Summer', 'Fall', 'Winter'}"
4605,FDSC 697,M.Sc. Project Part 1,6.0,Food Science : A critical review of the current state of knowledge of some aspect of Food Science or Technology.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Summer': ['Valerie Orsat', 'Jennifer Ronholm', 'Ashraf A Ismail', 'Hosahalli Ramaswamy', 'Benjamin K Simpson', 'Stephane Bayen', 'Saji George', 'Yixiang Wang']}","{'Summer', 'Fall', 'Winter'}"
4606,FDSC 698,M.Sc. Project Part 2,6.0,Food Science : A critical review of the current state of knowledge of some aspects of Food Science or Technology.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,FDSC 697. ,,"{'Summer': ['Jennifer Ronholm', 'Ashraf A Ismail', 'Hosahalli Ramaswamy', 'Benjamin K Simpson', 'Stephane Bayen', 'Saji George', 'Yixiang Wang', 'Valerie Orsat']}","{'Summer', 'Fall', 'Winter'}"
4607,FDSC 700,Comprehensive Preliminary Examination,0.0,Food Science :  An examination that must be passed by all doctoral candidates in order to continue in the doctoral program.    ,Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{},"{'Summer', 'Fall', 'Winter'}"
4608,FDSC 725,Advanced Topics in Food Science,3.0,"Food Science : Selected subjects related to advancements taking place in the discipline of Food Science will be studied to gain an in-depth understanding of their principles, application and potential impact.    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,{'Summer': ['Ashraf A Ismail']},"{'Summer', 'Fall', 'Winter'}"
4609,FDSC 797,Ph.D. Graduate Seminar 1,3.0,"Food Science : Presentation on a selected topic, research proposal or research results based on progress in degree work (Ph.D.).    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Fall': ['Varoujan Yaylayan'], 'Winter': ['Varoujan Yaylayan']}","{'Fall', 'Winter'}"
4610,FDSC 798,Ph.D. Graduate Seminar 2,3.0,"Food Science : Presentation on a selected topic, research proposal or research results based on progress in degree work (Ph.D.).    ",Agricultural & Environmental Sciences,Food Science&Agr.Chemistry,,,"{'Fall': ['Varoujan Yaylayan'], 'Winter': ['Varoujan Yaylayan'], 'Summer': ['Varoujan Yaylayan']}","{'Summer', 'Fall', 'Winter'}"
4611,FIGA NU0,Arts U0 Advising,0.0,FIGA : Pilot project for Faculty of Arts advisors to deliver advising information via WebCT to new U0 Freshman students.    ,Faculty of Arts,Arts - Dean's Office,,,{},set()
4612,FIGE JS01,Novice & Veteran Teachers,0.0,Education workshop : Experiences of delight in teaching from the novice and veteran teacher perspectives.    ,Faculty of Education,Education - Dean's Office,,,{},{'Winter'}
4613,FIGE JS02,Opportunities for Youth Action,0.0,Education workshop : How to strengthen community through teacher and youth action.    ,Faculty of Education,Education - Dean's Office,,,{},set()
4614,FIGE JS03,To Be a Leader,0.0,Education workshop : What does it take to be a leader? How to lead?    ,Faculty of Education,Education - Dean's Office,,,{},set()
4615,FIGE JS04,Community & School Success,0.0,Education workshop : The ins and outs of how to run a successful community project from someone who's done it all!    ,Faculty of Education,Education - Dean's Office,,,{},set()
4616,FIGE JS05,,0.0,Education workshop    ,Faculty of Education,Education - Dean's Office,,,{},{'Winter'}
4617,FIGE JS06,,0.0,Education workshop    ,Faculty of Education,Education - Dean's Office,,,{},{'Winter'}
4618,FIGE JS07,,0.0,Education workshop    ,Faculty of Education,Education - Dean's Office,,,{},{'Winter'}
4619,FIGE JS08,,0.0,Education workshop    ,Faculty of Education,Education - Dean's Office,,,{},{'Winter'}
4620,FIGE KN01,Keynote Presentation,0.0,Education workshop : Teacher Leadership and Youth Action: Community engagement and beyond! With special guest speaker.    ,Faculty of Education,Education - Dean's Office,,,{},{'Winter'}
4621,FIGF PMCE,,0.0,FIGF    ,Faculty of Arts,French Language & Literature,,,{},set()
4622,FIGF PMCO,,0.0,FIGF    ,Faculty of Arts,French Language Centre,,,{'Fall': ['Sue Harrison']},{'Fall'}
4623,FIGG GS1,Diving into the Research Pool: A Professional Development Workshop for Graduate Students,0.0,"Learning to Teach Grad wrkshop : Get the information you need. Gather useful tips on how to broaden and refine your research topic in this hands-on session. Move from known sources of information to less obvious avenues, to find relevant information for your research. 

Part of the MyResearch graduate seminar series, a collaborative offering of McGill Libraries, Graduate and Postdoctoral Studies, and Teaching and Learning Services.
    ",Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4624,FIGG GS2,Going Deeper: A Professional Development Workshop for Graduate Students,0.0,"Learning to Teach Grad wrkshop : Refine your search. Reach an advanced level in resource discovery in this hands-on session. Understand discipline-specific resources and how to access specific types of information resources, to give you the edge in your research. 

Part of the MyResearch graduate seminar series, a collaborative offering of McGill Libraries, Graduate and Postdoctoral Studies, and Teaching and Learning Services.    ",Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4625,FIGG MYR1,EndNote Essentials,0.0,Learning to Teach Grad wrkshop    ,Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4626,FIGG MYR2,Research Tool Kit,0.0,Learning to Teach Grad wrkshop    ,Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4627,FIGG MYR3,Search Strategies & Techniques,0.0,Learning to Teach Grad wrkshop    ,Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4628,FIGG MYR4,Getting Your Research Out,0.0,Learning to Teach Grad wrkshop    ,Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4629,FIGG TL01,Learning to Teach: A Professional Development Workshop for Graduate Students,0.0,"Learning to Teach Grad wrkshop : Learning to Teach: A Professional Development Workshop for Graduate Students at McGill.						
    ",Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4630,FIGG TL02,Learning to Teach: A Professional Development Workshop for Graduate Students,0.0,"Learning to Teach Grad wrkshop : Learning to Teach: A Professional Development Workshop for Graduate Students at McGill.						
    ",Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4631,FIGG TL03,Learning to Teach: A Professional Development Workshop for Graduate Students,0.0,Learning to Teach Grad wrkshop    ,Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4632,FIGG TL04,Learning to Teach: A Professional Development Workshop for Graduate Students,0.0,Learning to Teach Grad wrkshop    ,Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4633,FIGG WS1,Grantsmanship for Graduate Students,0.0,"Learning to Teach Grad wrkshop : In this interactive workshop, we will help you discover the difference between a program of research versus a project, and identify the realities of grant writing, including: how to assess your preparedness to apply, creating a timeline for developing a proposal, tips on how to make it more competitive, and components of an effective budget. 

    ",Graduate Studies,Grad & Postdoc Studies (Dean),,,{},set()
4634,FIGI GIG1,Entrepreneurship Science-based,0.0,"FIGI : This graduate interest group will offer the opportunity to learn about ENTREPRENEURSHIP and the process behind turning science-based ideas into successful products. It takes more than an excellent technology to successfully commercialize a product. Other factors such as freedom to operate, patent protection, market access and requisite infrastructure are equally essential. Meet and discuss what it takes with experienced achievers in that domain.    ",Faculty of Science,Science,,,{},set()
